Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
0.37,28.5,6.047044342,25.09897688,492,92.36099489,20,29,27,Loamy,coconut,DAP
0.36,8.7,6.921847888,25.92030221,752,83.47202566,86,6,53,Sandy,watermelon,Potash
0.23,24,7.198076286,24.87425505,779,64.00213929,23,75,17,Loamy,lentil,Urea
2.4,8.7,5.545219232,26.33908791,922,40.00933429,7,56,23,Clayey,mothbeans,DAP
1.9,7.1,6.217300786,24.89681131,720,86.10782926,89,22,52,Sandy,watermelon,DAP
1.01,32.3,7.388265888,22.00085141,818,79.47270984,113,38,25,Sandy,cotton,NPK
0.88,10.7,5.607808432,15.43546065,399,18.37477907,1,62,23,Sandy,kidneybeans,NPK
1,29.6,6.667633355,26.21312799,721,81.70476368,82,40,45,Sandy,jute,Urea
1.98,21.3,5.772179946,22.48403042,295,93.40819246,27,139,205,Loamy,apple,NPK
1.72,7.3,6.365972688,22.52709326,516,92.54780429,15,123,204,Loamy,apple,Ammonium Sulphate
0.63,33.7,7.130837931,18.47412402,763,89.68919664,8,23,44,Clayey,pomegranate,NPK
0.6,12.4,6.720041791,27.58258929,519,48.56916221,4,40,26,Clayey,mango,NPK
0.43,30.8,7.184398832,27.46852989,854,87.17649,1,59,23,Clayey,mungbean,Ammonium Sulphate
1.72,10.1,6.993236001,26.44414097,739,53.83876189,89,28,33,Clayey,coffee,Urea
1.96,30.6,6.434610995,23.24925555,716,73.65346838,95,57,41,Sandy,jute,Ammonium Sulphate
0.81,5.4,6.902751061,19.54128063,621,90.29751796,21,23,42,Loamy,pomegranate,DAP
0.25,20.4,6.360812227,22.95604064,455,82.33733678,118,50,19,Loamy,cotton,Ammonium Sulphate
0.39,28.1,6.691074249,25.49674786,247,81.13449097,84,37,42,Loamy,jute,Potash
2.43,33,6.239011,26.96656378,464,78.21047693,82,35,44,Loamy,jute,DAP
0.88,32.3,6.217974349,25.64004392,463,61.03273481,98,29,30,Clayey,coffee,NPK
1.97,29.6,6.447662945,28.20619412,751,92.86798698,85,9,53,Sandy,muskmelon,DAP
1.64,31.6,5.832608028,27.31155708,801,99.96906006,6,13,29,Loamy,coconut,Urea
1.08,11,6.245858905,23.06204373,501,92.39544055,28,136,200,Sandy,apple,Urea
0.67,13.5,7.199504273,22.40423537,705,88.1508343,4,24,43,Sandy,pomegranate,Ammonium Sulphate
0.48,13.7,5.661826398,31.46846241,591,35.39454002,31,56,23,Sandy,pigeonpeas,DAP
1.61,16.3,6.661870999,27.44003279,328,67.10464369,47,63,16,Sandy,blackgram,NPK
1.98,16.8,6.54450214,29.21780035,674,87.93724219,13,47,20,Loamy,mungbean,Urea
1.68,21.3,4.750929218,26.88630675,951,41.69617915,6,69,19,Loamy,pigeonpeas,NPK
1.42,9.8,6.915717008,24.06731461,636,81.64075303,103,16,49,Loamy,watermelon,Potash
0.3,25.7,7.775306272,27.26458947,367,68.01232937,44,76,22,Clayey,blackgram,Urea
2.43,10,5.682751473,23.46260321,504,91.45665004,28,123,198,Loamy,apple,Ammonium Sulphate
2.04,14.3,5.573286437,18.14710054,892,71.09445342,99,50,15,Clayey,maize,Potash
0.87,20.1,7.002216044,20.94981756,110,65.8108757,40,61,22,Clayey,lentil,DAP
2.45,28.9,6.088885814,29.26092798,419,92.92367701,116,25,50,Clayey,muskmelon,NPK
1.58,27.2,6.702772465,27.38538997,812,88.66663953,32,56,21,Loamy,mungbean,Urea
1.54,24.4,7.318802162,22.4204752,225,84.55794703,100,41,22,Loamy,cotton,Potash
1.92,9.7,5.826381164,29.56549169,405,91.40896307,19,30,30,Loamy,coconut,Potash
2.07,21.4,6.726528895,26.12492233,801,63.37479229,112,39,29,Clayey,coffee,Urea
1.71,7.6,7.840339389,17.25769499,610,18.74943955,52,73,79,Clayey,chickpea,DAP
0.49,16.3,7.339320929,31.24021696,188,56.67369054,16,80,20,Sandy,pigeonpeas,DAP
0.98,17.4,7.191522601,31.86847286,454,66.74217464,60,59,22,Clayey,blackgram,Ammonium Sulphate
2.33,6.2,6.805277038,41.04224355,727,91.37258067,34,48,48,Clayey,papaya,DAP
0.72,13.2,6.03160778,36.51268371,451,57.92887167,3,72,24,Loamy,pigeonpeas,Ammonium Sulphate
1.06,33.7,7.303033217,24.02952505,788,58.84880599,80,18,31,Sandy,coffee,Potash
1.19,33.6,6.998787171,26.91515043,113,73.19897535,89,57,43,Sandy,jute,Urea
1.21,15.6,6.243673725,29.03157242,356,91.82172592,110,22,47,Sandy,muskmelon,DAP
1.61,6.3,6.550814117,28.04799508,308,90.00621688,18,14,11,Loamy,orange,Ammonium Sulphate
2.37,10.4,7.762647875,22.00817088,380,81.83896111,131,56,20,Sandy,cotton,Potash
0.75,16.8,6.413927319,29.11858526,542,92.12543021,117,25,53,Sandy,muskmelon,DAP
0.48,33.4,5.99616119,21.53989176,939,24.25386207,28,66,23,Loamy,kidneybeans,NPK
0.65,9.2,7.354973451,19.16288268,936,15.83500655,27,73,79,Sandy,chickpea,Potash
2.24,27.9,6.599147298,28.75751783,488,61.02701476,41,74,18,Clayey,blackgram,DAP
1.69,8.3,3.71105919,28.23494706,716,61.5620517,22,49,22,Clayey,mothbeans,Potash
0.86,34.4,5.49091063,27.04453473,582,49.32609633,9,51,19,Clayey,mothbeans,Urea
2.08,16.4,5.386167788,26.52723513,246,81.41753846,91,53,40,Clayey,rice,Urea
2.18,28.3,6.325235159,25.95263264,378,61.89082199,74,43,23,Clayey,maize,Urea
2.15,15.3,5.567805185,18.90223032,620,94.99897537,39,25,36,Clayey,pomegranate,NPK
2.31,23.8,6.559681838,25.08966129,729,68.17543102,21,63,17,Clayey,lentil,Urea
0.78,10.8,5.951177452,19.52226241,705,24.92607153,11,72,20,Clayey,kidneybeans,NPK
1.94,9.4,7.324863481,26.28663931,533,68.51966729,37,71,16,Clayey,lentil,Urea
1.26,33.1,6.346715209,25.31042337,243,72.01364411,100,35,36,Loamy,jute,Potash
2.14,32.5,8.709291688,28.19912143,388,53.50567601,3,56,17,Loamy,mothbeans,DAP
1.88,31.6,6.067665498,27.3506296,485,94.2911951,87,21,52,Clayey,muskmelon,DAP
1.99,23.8,6.254028451,21.0525355,113,82.67839517,83,41,43,Loamy,rice,Urea
1.71,29.2,6.079497202,22.84852833,356,94.32130209,29,121,196,Loamy,apple,DAP
0.61,7.1,6.459252023,27.65280218,445,89.80650642,11,46,24,Clayey,mungbean,Urea
1.45,15,6.110218826,21.45278675,797,90.74531921,27,120,200,Clayey,apple,Urea
2.46,14.4,5.74055541,25.86824781,444,78.52399914,106,70,55,Loamy,banana,Ammonium Sulphate
2.36,24.1,6.920251378,19.02061277,499,17.13159126,23,72,84,Clayey,chickpea,Ammonium Sulphate
0.3,15.7,5.948164454,23.78709569,306,24.35679348,4,67,25,Clayey,kidneybeans,Ammonium Sulphate
0.58,9.5,6.463538707,24.7634518,957,87.06071115,94,37,41,Clayey,jute,NPK
0.5,22.9,6.537914958,24.36972377,271,82.11319791,61,41,44,Clayey,jute,Ammonium Sulphate
1.87,29.4,6.033550195,23.09348056,563,60.1159381,66,53,19,Loamy,maize,Urea
2.08,16.5,5.662699104,21.02213209,369,24.93896255,17,64,17,Sandy,kidneybeans,Potash
0.69,9,6.740000688,19.0781471,320,69.02298571,66,44,20,Loamy,maize,Ammonium Sulphate
1.36,10.9,5.826426917,22.27373646,251,59.52193158,71,35,24,Sandy,maize,Ammonium Sulphate
2.13,12.1,8.18422855,30.58139475,722,50.77148138,22,36,16,Sandy,mothbeans,Potash
1.89,14,6.118430299,14.78003032,282,91.22062116,19,7,10,Sandy,orange,Urea
1.45,24.3,7.685959305,25.43459777,498,69.12613376,39,65,23,Loamy,lentil,NPK
1.56,23,6.076459669,29.86895762,950,93.25103208,81,25,49,Loamy,muskmelon,Ammonium Sulphate
1.37,25.9,6.363472208,23.43191632,171,80.56887849,91,56,37,Loamy,rice,Potash
0.88,15.9,5.721667141,18.66746724,517,71.516474,92,60,23,Loamy,maize,Urea
1.5,29.7,6.999014379,20.82210727,997,87.22815682,24,21,42,Loamy,pomegranate,DAP
1.78,11.1,5.972714857,24.81530144,382,91.90842992,9,25,41,Sandy,pomegranate,NPK
2.21,19.1,4.895927306,28.09269012,173,44.93322042,35,80,25,Loamy,pigeonpeas,Potash
1.66,29,6.368560522,23.2801227,454,94.94330457,18,21,35,Sandy,pomegranate,Potash
1.95,10.4,5.635231778,17.66148158,826,18.15302753,34,60,22,Loamy,kidneybeans,Potash
0.57,8.3,6.363406102,24.32630461,596,80.13456404,114,40,17,Loamy,cotton,Ammonium Sulphate
1.26,31.5,4.603563116,22.99774444,427,60.24218572,39,77,21,Clayey,pigeonpeas,DAP
0.22,15.3,6.363406102,24.32630461,634,80.13456404,114,40,17,Sandy,cotton,NPK
0.77,25.5,5.543360238,26.22916897,679,83.83625819,95,52,36,Loamy,rice,Urea
1.87,5.8,7.325451279,19.71359733,546,18.09665739,53,73,77,Loamy,chickpea,Urea
2.48,25.7,6.828982708,25.42900869,472,82.91481799,101,13,54,Loamy,watermelon,DAP
0.43,14.5,5.824709117,21.44653958,461,84.94375962,73,57,41,Clayey,rice,Potash
1.12,6.7,5.683548308,22.8352024,192,18.97267518,37,65,16,Sandy,kidneybeans,Potash
2.04,23.3,7.051822472,25.63215038,420,79.95150917,88,50,40,Loamy,jute,Potash
0.67,12.2,6.620900869,19.12065218,423,18.43475844,60,68,83,Loamy,chickpea,Potash
1.48,16.6,5.435840509,31.66524687,483,51.98594645,18,20,26,Loamy,mango,Potash
1.89,7.4,6.509174789,24.06475727,674,71.31342851,90,48,45,Clayey,jute,DAP
1.62,9.4,6.864143752,26.83054058,835,90.75379971,63,58,47,Loamy,papaya,Ammonium Sulphate
0.63,13.9,5.562201934,20.93409877,836,21.1893007,27,63,19,Sandy,kidneybeans,NPK
1.02,7.7,6.662244646,25.86475496,980,86.67468041,88,5,47,Sandy,watermelon,Potash
2,32.3,5.342866119,29.26382931,445,54.82257868,24,33,35,Sandy,mango,Ammonium Sulphate
1.47,5.2,7.350869792,28.20667264,948,68.27085245,21,80,20,Sandy,blackgram,Urea
0.21,19.5,6.484323189,19.2077707,202,82.9042841,28,145,202,Loamy,grapes,DAP
1.95,8.7,6.058306161,25.78746268,314,60.2816298,6,77,20,Clayey,lentil,Ammonium Sulphate
0.28,14.2,5.708418722,23.67287749,291,90.4935574,0,133,200,Clayey,apple,Potash
1.92,32.8,6.135025006,22.60361557,771,80.3509046,111,39,22,Clayey,cotton,Potash
0.67,9.9,5.559363609,21.11478672,983,90.31528693,6,144,198,Loamy,apple,Potash
2.4,34,6.151029296,19.54284889,818,66.34777265,10,71,18,Clayey,pigeonpeas,Ammonium Sulphate
1.05,11.2,6.224535449,28.27973674,880,90.38971208,109,26,45,Sandy,muskmelon,Potash
0.95,27.2,6.207600783,10.89875873,293,80.01639435,20,142,196,Loamy,grapes,Ammonium Sulphate
0.54,21.4,7.184801627,23.07895447,479,63.65861483,89,25,34,Clayey,coffee,Potash
0.9,31.5,5.632353113,19.50112224,502,34.51086611,17,73,18,Sandy,pigeonpeas,Urea
2.22,21.6,7.260416405,25.2990432,763,94.96419851,20,8,12,Sandy,orange,Urea
2.49,21,5.972850838,31.3115978,848,82.56407013,12,142,203,Loamy,grapes,NPK
1.05,10.9,5.889614577,18.81097271,699,21.27833035,34,66,17,Loamy,kidneybeans,Potash
1.23,10,5.191265116,29.80747243,110,52.13797867,14,18,30,Clayey,mango,Potash
1.86,32.5,6.360812227,22.95604064,286,82.33733678,118,50,19,Clayey,cotton,Ammonium Sulphate
2.24,14.8,6.403982316,20.62767492,825,14.44008871,32,71,85,Clayey,chickpea,Ammonium Sulphate
1.56,16.2,7.009180374,24.94467632,114,94.25702672,36,24,41,Loamy,pomegranate,Potash
1.1,27.8,6.130136384,25.37122686,877,76.2403666,69,47,40,Clayey,jute,NPK
1.15,15.2,6.753978061,25.53676123,396,81.13668716,114,40,23,Clayey,cotton,Potash
1.8,33.6,5.588655387,26.52166434,510,98.38227669,32,20,35,Sandy,coconut,Ammonium Sulphate
0.21,27.1,5.772179946,22.48403042,684,93.40819246,27,139,205,Sandy,apple,Potash
1.63,22.9,5.864623352,33.18184225,151,38.23184742,38,55,19,Sandy,pigeonpeas,Ammonium Sulphate
1.02,31.4,7.127064207,28.56840626,739,61.53278622,49,68,22,Clayey,blackgram,Potash
2.03,6.5,7.418761774,34.90665289,127,92.87820148,40,21,8,Loamy,orange,DAP
0.41,12.7,6.491506245,23.18866654,676,86.20899734,71,56,37,Sandy,jute,Ammonium Sulphate
1.55,19,6.785723961,24.14386157,116,84.51591287,125,60,17,Loamy,cotton,NPK
1.31,11.8,7.991902443,28.77833449,450,44.2252605,23,37,24,Clayey,mothbeans,DAP
1.68,27.3,7.079850922,27.92374437,527,67.96910852,117,26,30,Clayey,coffee,Potash
0.35,32.6,6.776533055,27.57826922,749,94.11878202,115,17,55,Sandy,muskmelon,Ammonium Sulphate
1.53,17.7,6.516317561,23.7937153,930,68.03209183,22,55,16,Loamy,lentil,DAP
1.49,15.3,5.617227184,22.44516988,328,94.73763514,26,122,202,Sandy,apple,NPK
1.49,33.8,5.749914421,22.61359953,865,63.69070564,71,54,16,Clayey,maize,Ammonium Sulphate
1.59,18.3,5.105588355,23.28617173,309,81.43321641,82,43,38,Loamy,rice,DAP
1.76,19.7,6.350623739,27.72653142,530,92.00687531,106,10,49,Sandy,muskmelon,DAP
2.05,15.5,5.961934481,19.92889503,393,21.79992115,27,72,23,Clayey,kidneybeans,DAP
0.82,32.3,5.792744849,20.61162204,842,24.36314135,6,77,25,Sandy,kidneybeans,Urea
2.1,22.1,6.98435366,24.01497622,852,82.05687182,93,56,36,Loamy,rice,Potash
1.35,27.9,6.086922359,27.41711238,681,56.63636248,99,15,27,Loamy,coffee,Ammonium Sulphate
0.38,29.4,5.403908328,27.69819273,203,51.41593238,21,21,30,Loamy,mango,Ammonium Sulphate
0.33,15.3,6.379881442,24.98287462,303,66.895409,10,79,20,Loamy,lentil,Ammonium Sulphate
0.97,18,6.271952833,25.51791333,152,94.38420565,0,19,31,Loamy,coconut,DAP
2.01,30.5,7.432322234,26.1387869,474,52.26311691,86,40,33,Sandy,coffee,Potash
1.83,15.9,7.388265888,22.00085141,941,79.47270984,113,38,25,Sandy,cotton,NPK
2.01,28.8,6.136131869,26.88444878,153,81.46033732,77,36,37,Sandy,rice,Ammonium Sulphate
1.39,33.2,6.710143266,24.24779615,375,85.56033312,37,11,36,Sandy,pomegranate,Potash
1.21,23.7,6.877869005,25.73044432,434,70.74739256,83,57,19,Clayey,maize,Potash
0.54,27.2,6.818261383,25.18780042,130,83.44621709,119,19,55,Clayey,watermelon,Urea
0.95,29.2,6.583528529,30.42012134,234,93.12659793,70,65,52,Sandy,papaya,Ammonium Sulphate
1.2,30.4,7.728832424,19.44084326,157,63.27771461,13,61,22,Clayey,lentil,DAP
0.4,16.9,6.12532356,24.37190239,204,81.2514818,84,25,52,Clayey,watermelon,Potash
0.71,6.5,5.012139669,23.64124821,365,80.28597873,69,46,41,Loamy,rice,Potash
1.58,17.1,6.247040422,26.16985907,621,71.96246617,76,51,18,Sandy,maize,NPK
1.89,25.2,9.93509073,28.69841277,595,61.14754363,35,52,15,Clayey,mothbeans,Urea
2.5,18.5,6.129533877,17.22385224,352,15.82069268,42,79,85,Clayey,chickpea,Potash
2.35,27.5,7.014063944,24.39736241,394,79.26861738,70,38,35,Sandy,jute,Potash
1.68,15.7,6.715276663,29.16174608,767,80.28038146,6,47,18,Loamy,mungbean,DAP
1.17,24,5.695267822,28.65456263,257,79.28693687,102,71,48,Sandy,banana,DAP
1.66,10.6,5.694243847,27.96799119,648,79.28625709,93,85,49,Loamy,banana,NPK
2.01,27.5,6.626629798,29.06631494,730,83.6869203,25,59,19,Clayey,mungbean,NPK
0.47,21.4,5.965551311,23.76121837,166,93.661643,38,135,203,Loamy,apple,NPK
1.14,11.1,5.001038726,18.72987676,853,61.33186249,5,68,20,Loamy,pigeonpeas,DAP
2.13,13.8,8.423873703,19.45591848,398,18.02235902,37,55,82,Sandy,chickpea,DAP
1.08,27.5,6.80163854,22.21738222,562,72.85462807,69,51,23,Clayey,maize,Urea
1.52,19.5,4.946369874,18.33124824,824,38.40975482,16,71,24,Sandy,pigeonpeas,Ammonium Sulphate
1.55,11.5,5.961934481,19.92889503,919,21.79992115,27,72,23,Sandy,kidneybeans,Ammonium Sulphate
0.62,34,5.842763773,32.32362177,200,52.5896771,5,32,33,Clayey,mango,Urea
1.03,26.5,7.091992365,22.14593688,155,82.8597549,119,44,15,Sandy,cotton,Ammonium Sulphate
0.97,33.7,6.376651091,18.09300227,431,72.61024172,91,55,15,Sandy,maize,DAP
0.26,17.8,5.970458434,18.47891261,935,62.69503871,61,38,20,Loamy,maize,Ammonium Sulphate
0.26,19.3,6.039584629,24.41311871,850,89.81574032,118,13,54,Sandy,watermelon,DAP
2.11,31.9,6.993473247,40.21199348,492,94.50766912,69,64,47,Clayey,papaya,Urea
0.83,20.8,5.50158009,28.97318719,842,98.09861043,8,15,33,Sandy,coconut,NPK
1.39,26.2,5.790768046,28.14938935,973,81.54448882,107,72,45,Loamy,banana,Urea
0.89,12.6,9.072011412,29.34317422,480,60.50320928,39,36,22,Sandy,mothbeans,Ammonium Sulphate
2.36,18.4,6.8198271,10.78689755,191,91.38411917,1,17,6,Sandy,orange,DAP
0.8,8.7,6.854558957,24.96440768,890,81.31677618,122,40,17,Sandy,cotton,Ammonium Sulphate
1.19,11.2,6.74669542,27.0767265,546,90.14362622,95,16,46,Loamy,muskmelon,Ammonium Sulphate
2.21,5,6.734005648,31.18298415,208,90.21646909,50,46,52,Clayey,papaya,NPK
2.14,6.2,5.852046999,21.98560799,416,24.87304788,23,59,19,Clayey,kidneybeans,Ammonium Sulphate
0.63,34.3,6.208843215,20.89342749,267,46.24856523,32,70,20,Loamy,pigeonpeas,NPK
2.05,12.3,6.35118177,26.65069302,911,57.56695719,107,38,29,Loamy,coffee,DAP
1.25,24.9,7.13411409,27.35152643,534,55.99375012,95,39,29,Sandy,coffee,DAP
1.31,30.2,6.709668804,33.32315744,541,91.25271223,53,55,55,Clayey,papaya,NPK
0.51,21.5,6.606033244,29.69238699,317,92.58862544,87,14,48,Loamy,muskmelon,Urea
0.39,9.6,5.624203283,22.77856513,321,92.70124029,1,135,203,Clayey,apple,DAP
1.87,26.8,6.619891498,27.53632932,772,89.92908171,2,38,18,Sandy,mungbean,Urea
1.34,23,6.687088098,27.34734861,627,94.17756725,34,68,51,Loamy,papaya,DAP
1.2,26.9,6.410992833,24.40726724,377,62.65692638,104,26,30,Clayey,coffee,DAP
1.88,28.1,6.623167177,24.41592661,668,89.39655519,115,11,46,Clayey,watermelon,Potash
1.96,34.3,6.012696655,25.36059237,673,75.03193255,101,70,48,Sandy,banana,Ammonium Sulphate
0.57,22.2,7.456971816,22.46054478,974,75.40989245,120,48,16,Loamy,cotton,Ammonium Sulphate
1.6,15.2,6.751298936,38.2016825,565,93.97379963,56,65,45,Clayey,papaya,Urea
0.51,24.5,6.648725327,24.71417533,938,56.73426469,77,36,23,Sandy,maize,Ammonium Sulphate
1.93,7.1,6.93221485,24.3017998,853,84.87668973,108,46,17,Clayey,cotton,Urea
1.71,31.9,7.418650668,26.27274407,701,62.28814857,42,61,22,Sandy,blackgram,DAP
2.4,8.6,5.774755144,22.05592283,683,19.60379304,37,56,25,Clayey,kidneybeans,Potash
0.36,14.8,6.504906979,27.98780984,937,92.78226196,102,11,47,Clayey,muskmelon,Potash
0.33,29.5,6.598860305,23.0124018,129,91.07355541,39,64,53,Sandy,papaya,DAP
0.85,22.9,5.892913826,18.09903225,458,85.70786282,32,25,35,Loamy,pomegranate,NPK
0.8,16.8,7.066087261,33.64769646,387,48.41490082,36,80,21,Sandy,pigeonpeas,NPK
0.77,19.2,6.86106911,24.81441246,185,81.68688879,90,39,37,Loamy,jute,Ammonium Sulphate
2.28,30.6,6.224066378,25.2801372,333,83.15393658,98,25,52,Clayey,watermelon,Urea
0.77,15.2,7.365338111,23.96147583,846,90.26408017,13,23,6,Clayey,orange,Potash
0.83,31.1,5.56503533,15.33042636,412,24.91506728,25,76,24,Sandy,kidneybeans,Ammonium Sulphate
1.95,7.6,8.985348193,31.46511256,464,51.79939437,23,45,21,Sandy,mothbeans,DAP
1.23,28.3,5.81717753,20.28370163,876,81.32235739,3,134,199,Loamy,grapes,Potash
1.99,30.4,7.205078785,27.74576987,898,54.36976075,97,29,27,Loamy,coffee,Urea
0.35,10.5,5.711439256,20.57341244,938,19.7520218,8,72,17,Loamy,kidneybeans,Urea
1.32,17.9,6.515499549,19.81344531,368,14.69765308,58,63,81,Sandy,chickpea,NPK
0.28,10,6.176644228,25.40909896,797,82.36208097,117,79,49,Clayey,banana,Ammonium Sulphate
0.34,26.2,7.482414225,24.53460016,230,66.99765375,91,25,26,Sandy,coffee,DAP
2.28,21.1,5.922935513,24.55981624,902,91.63536236,2,24,38,Clayey,pomegranate,Potash
0.52,24.1,6.342573112,29.73019662,888,90.97015715,106,20,51,Sandy,muskmelon,Urea
1.42,10.9,7.261313694,26.33377983,931,57.36469955,91,21,26,Sandy,coffee,Potash
1.15,11.4,5.677282678,27.05826457,450,91.10510371,34,15,34,Loamy,coconut,DAP
1,6.2,5.561510732,20.51716779,279,59.21235483,86,37,16,Clayey,maize,Potash
2.27,14.7,4.548202098,33.4126864,901,35.42910045,34,56,17,Sandy,pigeonpeas,Ammonium Sulphate
0.25,21.8,6.978400282,29.46416042,579,87.60890009,40,58,15,Sandy,mungbean,NPK
1.73,30.7,6.285312759,26.56608303,988,94.45239715,24,18,6,Clayey,orange,Potash
2.42,25,7.393631868,27.05365239,262,67.7017527,49,76,18,Sandy,blackgram,NPK
1.49,18.1,7.496645259,17.92845928,882,14.27327988,35,64,78,Clayey,chickpea,DAP
2.35,33.6,6.327210469,28.05457761,987,94.81637388,120,25,50,Loamy,muskmelon,NPK
0.32,26.6,6.678449318,35.32876402,195,91.06138506,40,65,49,Loamy,papaya,Potash
1.16,32.9,5.630619901,28.1218093,873,46.16888595,23,24,32,Clayey,mango,Potash
0.8,20.8,6.407872061,20.07386547,609,90.97819712,14,25,40,Loamy,pomegranate,Urea
1.88,12.8,6.106190557,16.77557314,464,82.75241875,35,140,197,Clayey,grapes,Potash
2.46,6.6,7.39389918,28.52396666,452,55.77264351,11,53,24,Sandy,mothbeans,NPK
0.79,26.8,5.061081874,35.3915464,899,52.48823147,27,21,30,Sandy,mango,Urea
1.7,8.6,8.621514073,24.86803974,535,48.27531965,33,47,17,Clayey,mothbeans,Potash
0.66,14.1,6.172090205,27.57847581,182,58.52534263,116,36,25,Sandy,coffee,Potash
1.5,21,6.596060648,19.97215954,324,57.68272924,73,58,21,Loamy,maize,DAP
1.27,21.9,6.406818518,23.83053666,511,90.84422164,32,145,203,Sandy,apple,Urea
2.44,23,6.8444019,23.22594,834,94.42971362,8,28,38,Sandy,pomegranate,DAP
1.6,10,6.253408852,26.91643698,217,73.48655995,90,50,44,Clayey,jute,DAP
1,16.4,5.983075895,24.86560781,581,78.22080815,107,51,22,Loamy,cotton,DAP
0.46,23.5,9.926212291,25.50634557,291,44.8302551,7,45,22,Sandy,mothbeans,Ammonium Sulphate
0.55,34.1,7.50283396,23.97898217,690,81.45061596,90,46,42,Sandy,rice,DAP
0.72,26.8,7.534811833,33.66855394,689,66.60416867,52,70,16,Clayey,blackgram,NPK
0.78,32.7,6.581693772,23.3250131,758,79.79609448,82,46,41,Clayey,jute,Potash
2.16,27.9,6.800321319,32.68067385,206,92.61715632,32,68,52,Loamy,papaya,Ammonium Sulphate
1.49,22.8,7.53350946,29.98364695,481,94.55239717,1,15,9,Sandy,orange,DAP
1.4,10.8,6.5408208,27.10053268,882,63.36085585,50,74,17,Clayey,blackgram,Potash
0.46,25,6.828522375,19.91330523,489,94.95031368,8,25,36,Clayey,pomegranate,Urea
2.18,23.7,6.768001309,23.66805429,343,70.89000744,65,39,45,Clayey,jute,Urea
1.86,23.1,5.505393833,29.44795403,684,78.34971537,111,88,55,Loamy,banana,Potash
0.36,19.7,5.70951224,28.88302142,968,50.12323801,9,76,25,Clayey,pigeonpeas,NPK
1.83,20.9,5.716222912,18.83344471,567,58.75082029,83,45,21,Loamy,maize,Potash
1.45,15,6.020445317,25.78749808,965,84.51194224,105,88,54,Loamy,banana,Potash
0.39,20.6,6.705008504,28.70562673,637,81.59200689,35,41,18,Sandy,mungbean,Ammonium Sulphate
1.25,10.9,6.887130053,20.21368219,309,68.65257685,3,78,18,Sandy,lentil,Urea
1.31,29.2,6.562832807,28.04943594,703,90.83130708,118,18,52,Loamy,muskmelon,Urea
0.58,10.6,6.792035575,25.50736962,736,84.24340241,101,11,51,Sandy,watermelon,DAP
2.38,7.5,5.830892252,22.19055385,172,92.43764169,29,138,197,Sandy,apple,Potash
2.15,18.1,7.817846496,21.21306973,734,91.35349216,10,5,5,Clayey,orange,Potash
1.74,24.7,6.979102243,40.10207731,408,94.35110201,42,59,55,Sandy,papaya,NPK
1.26,18.1,7.479248124,24.21744605,795,82.85284045,62,49,37,Loamy,jute,Urea
1.15,13.3,5.630664753,18.78226261,798,20.24768314,22,60,24,Sandy,kidneybeans,NPK
1.7,21.7,6.323722572,17.5438296,809,82.94703302,38,120,197,Clayey,grapes,Ammonium Sulphate
1.45,15.4,6.222390798,22.29423493,689,90.69033986,33,138,198,Loamy,apple,DAP
0.34,33,5.87707519,25.60973447,959,50.7330069,29,57,20,Sandy,mothbeans,NPK
1.38,32.7,6.32281728,26.21667586,285,81.01009354,95,12,46,Loamy,watermelon,Urea
2.05,20.1,7.732194788,18.43966037,955,68.05394959,10,75,17,Sandy,lentil,Ammonium Sulphate
1.26,14.8,6.502675132,28.12971499,352,93.3210737,34,61,49,Clayey,papaya,Potash
0.32,27.1,5.786058032,23.50128217,112,92.97527546,32,13,42,Sandy,pomegranate,Ammonium Sulphate
2.01,6.1,5.391560418,30.50420876,398,35.48885969,13,73,20,Loamy,pigeonpeas,NPK
0.66,19.2,5.88509677,24.83206631,175,44.17085032,30,41,15,Loamy,mothbeans,Urea
0.79,15.1,6.209888345,25.11189154,150,80.02621335,103,17,51,Loamy,watermelon,NPK
0.58,32.6,6.006085786,22.72767171,886,77.07598065,140,40,17,Sandy,cotton,Potash
0.96,5.4,6.849471704,25.96534238,248,89.77076659,85,22,53,Sandy,watermelon,Potash
1.94,21.6,6.27339822,30.79375683,830,46.69536813,1,35,34,Sandy,mango,Urea
