Electrical_Conductivity_dS_m,Moisture_percent,pH,Temperature_C,Salinity_ppm,Humidity_percent,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Soil_Type,Crop_Type,Fertilizer
2.95,8.59,8.82,37.0,121.1,71.93,30.81,84.87,319.84,Loamy,Rice,Bone Meal
0.65,5.68,6.43,17.6,662.79,31.74,34.39,65.46,111.51,Loamy,Maize,Urea
3.7,30.56,6.63,37.91,869.97,37.33,146.81,44.33,438.72,Sandy,Maize,Potash
1.1,37.67,6.62,34.93,128.75,69.68,36.73,5.6,217.27,Sandy,Wheat,Ammonium Nitrate
0.36,11.1,4.48,38.6,1308.34,62.77,138.18,47.73,109.89,Clayey,Rice,Ammonium Nitrate
1.58,19.63,6.42,10.91,1780.21,44.78,41.22,80.68,156.41,Loamy,Cotton,Urea
1.5,25.63,6.13,12.08,417.34,80.31,116.01,13.78,62.34,Loamy,Wheat,Compost
0.23,15.35,7.74,17.81,1954.37,88.1,22.61,30.82,414.95,Sandy,Peanut,Potash
3.07,30.57,6.34,22.47,438.08,85.31,14.93,92.68,84.49,Sandy,Rice,Potash
2.58,13.39,4.75,26.71,1293.19,83.38,65.07,10.9,434.69,Sandy,Soybean,Ammonium Nitrate
1.63,34.17,4.96,24.13,42.88,87.35,9.67,66.83,305.33,Loamy,Cotton,Ammonium Nitrate
0.22,17.63,8.48,20.9,1919.86,69.67,117.35,90.51,175.83,Sandy,Sugarcane,Ammonium Sulphate
2.59,37.86,8.86,26.37,468.15,86.72,28.86,78.05,488.97,Loamy,Rice,Compost
3.23,42.64,6.24,13.01,1542.63,77.04,57.48,69.59,275.44,Sandy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.53,13.18,7.67,35.22,936.82,70.9,108.32,24.47,87.54,Clayey,Wheat,Calcium Nitrate
2.33,45.98,5.48,34.52,1587.53,52.58,144.36,76.4,104.26,Sandy,Wheat,Ammonium Nitrate
3.45,47.96,8.82,22.97,653.64,74.08,148.75,56.8,248.4,Loamy,Soybean,Calcium Nitrate
0.3,40.43,7.13,22.28,258.81,86.3,96.29,97.56,108.07,Loamy,Maize,Urea
1.91,30.4,5.23,22.47,1776.36,50.33,110.01,18.91,287.17,Loamy,Sugarcane,Ammonium Nitrate
0.65,42.06,6.56,14.88,746.61,57.14,45.21,39.46,441.66,Loamy,Tomato,Ammonium Nitrate
2.06,34.99,6.44,22.21,29.82,75.7,52.41,78.52,69.14,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
3.42,23.48,6.95,28.83,1789.43,75.67,116.5,40.16,488.55,Loamy,Potato,Potash
1.4,16.18,5.23,21.69,978.54,64.35,113.14,52.98,183.83,Sandy,Sugarcane,Superphosphate
0.59,27.77,8.52,22.09,586.96,44.15,72.17,70.87,359.6,Loamy,Soybean,Ammonium Nitrate
3.61,14.92,8.92,33.59,71.1,33.48,111.86,46.62,95.21,Sandy,Soybean,Potash
2.99,13.36,6.14,32.08,1814.23,34.28,121.95,78.01,232.11,Sandy,Soybean,Bone Meal
2.5,14.19,4.6,23.61,1963.45,70.14,64.22,16.81,303.45,Loamy,Peanut,Ammonium Sulphate
2.38,22.23,6.29,14.88,1547.27,85.62,78.07,43.62,162.72,Sandy,Wheat,Potash
2.86,49.9,8.49,17.61,123.94,67.02,11.6,86.09,240.16,Loamy,Soybean,Superphosphate
3.82,36.97,7.4,26.94,814.18,45.1,117.06,67.4,217.41,Clayey,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.57,39.05,7.37,37.87,1758.55,74.78,123.21,56.22,181.06,Clayey,Potato,Calcium Nitrate
3.82,24.3,4.47,30.86,105.95,62.61,56.97,42.09,260.74,Loamy,Cotton,Compost
1.15,10.18,5.28,30.45,1493.54,56.35,63.45,85.67,287.43,Clayey,Cotton,Potash
3.52,29.93,6.06,29.54,278.39,69.87,19.85,37.05,120.32,Clayey,Sugarcane,Ammonium Sulphate
3.2,13.58,6.25,18.08,1674.02,80.21,36.53,6.58,368.47,Sandy,Maize,DAP (Di-Ammonium Phosphate)
1.9,38.23,7.39,35.06,307.26,36.19,82.38,38.5,328.36,Loamy,Wheat,Bone Meal
0.21,30.46,6.9,35.02,280.53,41.87,38.82,71.32,350.35,Sandy,Wheat,Superphosphate
1.63,8.2,4.87,31.24,321.43,65.99,6.85,46.8,439.1,Sandy,Peanut,Urea
0.83,26.96,5.07,35.69,68.39,55.15,41.27,63.81,334.12,Sandy,Peanut,DAP (Di-Ammonium Phosphate)
0.11,11.95,8.52,13.44,743.17,46.18,115.07,67.71,321.58,Sandy,Rice,Bone Meal
2.23,22.89,8.07,38.59,1616.92,51.31,9.46,95.88,247.48,Sandy,Potato,DAP (Di-Ammonium Phosphate)
0.6,14.2,6.09,26.88,467.16,45.11,95.44,13.27,129.21,Sandy,Sugarcane,Superphosphate
2.47,32.82,6.77,33.45,274.21,69.01,145.16,63.93,238.53,Clayey,Rice,Urea
3.2,13.58,6.25,18.08,1674.02,80.21,36.53,6.58,368.47,Sandy,Maize,DAP (Di-Ammonium Phosphate)
3.5,8.61,8.57,31.73,1267.58,65.46,84.95,37.98,121.58,Sandy,Sugarcane,Bone Meal
2.57,44.31,4.48,15.53,438.74,89.84,31.75,79.03,330.4,Sandy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.69,6.47,4.83,39.75,1143.28,86.03,143.32,83.69,158.97,Clayey,Cotton,Ammonium Nitrate
2.03,33.06,5.6,35.87,281.49,52.28,76.59,97.69,195.09,Sandy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.99,25.63,7.15,32.5,1605.86,86.81,140.08,82.34,99.81,Sandy,Peanut,Compost
1.55,25.05,8.88,11.33,1629.02,67.35,138.45,16.49,243.18,Clayey,Wheat,Ammonium Nitrate
0.85,43.32,4.14,36.42,1498.55,66.81,10.92,49.53,237.71,Sandy,Rice,Compost
3.23,30.75,7.2,36.76,1095.47,36.51,139.15,67.12,104.78,Loamy,Rice,Potash
0.56,45.3,5.44,20.36,56.57,57.41,12.34,9.59,314.24,Loamy,Potato,Calcium Nitrate
0.57,39.23,5.34,21.29,690.79,44.94,125.55,25.81,212.45,Sandy,Soybean,Superphosphate
0.73,33.02,8.04,23.91,1964.97,80.66,116.63,29.92,106.54,Clayey,Peanut,Potash
2.1,20.23,7.91,20.02,98.38,54.42,148.99,57.48,330.4,Loamy,Wheat,Urea
1.5,33.28,5.52,14.38,1221.29,44.03,18.0,97.42,122.25,Loamy,Maize,Ammonium Sulphate
1.65,21.42,8.3,31.2,823.73,38.63,77.94,87.01,264.93,Sandy,Soybean,Potash
2.75,21.05,8.45,11.59,701.3,47.85,44.01,20.68,476.99,Clayey,Maize,Calcium Nitrate
3.64,36.54,5.97,14.6,122.29,73.03,93.18,19.98,407.34,Sandy,Tomato,Superphosphate
0.48,49.12,8.37,35.38,1702.18,58.31,106.65,24.35,76.11,Clayey,Rice,Compost
1.61,44.68,4.85,33.94,1211.06,47.37,59.71,71.86,435.7,Sandy,Soybean,Potash
3.84,38.18,8.02,29.02,706.31,48.68,39.14,70.24,91.28,Clayey,Potato,Bone Meal
3.9,18.67,7.46,30.86,1789.04,49.6,63.71,26.29,271.01,Clayey,Maize,Potash
3.11,41.25,6.68,28.1,1022.97,82.21,124.25,44.95,179.18,Clayey,Rice,Urea
1.69,33.43,5.58,39.98,902.41,86.06,47.01,50.29,473.79,Clayey,Rice,Ammonium Nitrate
2.6,47.39,7.07,17.42,1687.34,35.04,94.39,83.17,120.5,Clayey,Soybean,Urea
1.51,37.18,4.16,27.31,1861.42,44.22,44.61,64.24,383.51,Sandy,Wheat,Urea
3.69,31.79,4.21,13.0,869.2,44.03,63.81,60.75,226.69,Sandy,Peanut,Urea
1.04,27.9,6.13,29.54,469.09,58.4,88.97,80.78,129.24,Loamy,Peanut,Calcium Nitrate
2.68,36.7,7.79,10.9,191.07,64.96,102.73,77.2,223.64,Clayey,Sugarcane,Bone Meal
2.53,12.36,6.58,34.42,226.8,51.28,98.39,18.77,274.57,Sandy,Cotton,DAP (Di-Ammonium Phosphate)
1.63,39.19,4.57,28.28,1850.66,87.46,131.36,45.63,499.27,Clayey,Wheat,Compost
1.17,17.54,8.33,28.06,253.05,59.92,118.34,69.91,314.85,Loamy,Peanut,DAP (Di-Ammonium Phosphate)
0.86,8.46,6.45,16.85,874.16,70.24,66.7,57.46,78.55,Clayey,Tomato,Superphosphate
2.84,29.19,7.22,24.04,1390.66,56.32,46.49,62.49,205.92,Clayey,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.18,42.39,5.43,27.27,650.78,30.96,100.65,39.66,460.39,Loamy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
0.92,15.58,5.69,30.34,1717.82,74.57,140.89,57.99,240.33,Clayey,Soybean,Compost
3.99,33.98,6.59,30.82,1726.05,85.66,135.81,78.2,472.65,Sandy,Wheat,Ammonium Sulphate
1.66,19.8,5.63,23.32,1503.65,79.61,32.95,75.87,415.81,Sandy,Sugarcane,DAP (Di-Ammonium Phosphate)
0.36,42.51,7.17,14.65,434.97,59.68,67.19,15.65,335.48,Loamy,Tomato,Urea
2.85,33.87,6.52,25.1,1918.01,42.47,6.75,40.58,74.35,Loamy,Maize,DAP (Di-Ammonium Phosphate)
3.01,46.67,4.22,28.26,1031.47,70.93,17.71,27.41,338.5,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
0.58,13.07,6.97,14.36,1247.02,62.08,84.33,72.16,242.06,Sandy,Cotton,Urea
3.28,48.56,5.12,32.44,654.4,77.06,129.99,98.99,69.62,Loamy,Cotton,Urea
3.09,41.83,8.01,23.43,549.15,51.24,102.68,31.99,472.5,Sandy,Rice,Bone Meal
2.06,34.99,6.44,22.21,29.82,75.7,52.41,78.52,69.14,Sandy,Soybean,DAP (Di-Ammonium Phosphate)
3.23,20.79,6.41,29.09,293.7,34.11,143.32,5.25,209.13,Loamy,Cotton,Compost
3.63,9.48,6.47,25.97,498.7,84.76,125.14,80.2,176.26,Loamy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
2.61,8.9,7.65,39.31,1172.73,48.75,8.36,33.9,136.42,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
0.65,48.65,6.5,29.25,1658.89,74.76,140.28,16.62,421.97,Clayey,Tomato,Compost
2.47,23.22,5.03,16.96,1256.67,66.81,60.42,18.81,193.63,Loamy,Wheat,Ammonium Sulphate
0.23,11.02,4.34,33.87,1750.37,57.69,137.24,20.39,382.82,Clayey,Soybean,Ammonium Nitrate
3.23,44.56,7.14,36.3,411.26,69.33,115.5,41.9,400.74,Sandy,Cotton,Superphosphate
1.15,17.24,8.89,37.25,1935.29,75.34,86.74,29.09,101.94,Loamy,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
0.36,42.51,7.17,14.65,434.97,59.68,67.19,15.65,335.48,Loamy,Tomato,Urea
2.18,46.43,8.53,38.09,1443.82,63.92,95.98,5.82,133.32,Sandy,Maize,Urea
2.1,46.52,5.29,12.67,1931.9,70.42,88.12,57.03,343.89,Sandy,Wheat,DAP (Di-Ammonium Phosphate)
1.54,13.8,4.25,36.7,1776.22,41.98,57.61,43.98,332.01,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
1.86,31.35,4.85,19.94,340.47,36.09,113.16,34.88,53.27,Sandy,Peanut,Superphosphate
0.82,19.91,6.17,18.24,1924.56,74.07,139.67,21.73,225.63,Sandy,Rice,Superphosphate
0.3,16.86,7.28,36.09,936.58,63.21,83.49,41.86,331.13,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
2.69,8.79,6.41,39.68,236.65,42.66,94.12,21.8,403.51,Clayey,Maize,Bone Meal
0.35,31.44,5.29,32.65,422.08,37.15,137.21,92.86,227.77,Clayey,Maize,Potash
3.22,30.03,6.42,22.3,1158.44,75.45,141.81,92.02,174.98,Loamy,Maize,Compost
3.77,25.1,4.77,23.44,390.53,68.95,130.94,97.9,499.09,Loamy,Tomato,Urea
0.48,49.12,8.37,35.38,1702.18,58.31,106.65,24.35,76.11,Clayey,Rice,Compost
3.29,44.18,4.16,34.47,49.31,61.92,19.1,71.74,464.12,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
0.93,42.33,4.76,37.16,630.37,68.52,102.07,44.5,320.01,Clayey,Potato,DAP (Di-Ammonium Phosphate)
2.58,24.78,8.32,35.11,593.7,77.17,91.35,64.94,148.73,Loamy,Tomato,Urea
2.51,16.24,8.09,21.59,619.54,57.79,144.14,65.2,119.48,Clayey,Maize,DAP (Di-Ammonium Phosphate)
3.21,9.65,7.77,33.52,1888.66,77.12,46.97,32.64,148.86,Loamy,Maize,Compost
2.51,12.96,6.42,25.57,1064.24,33.02,111.9,34.23,199.71,Clayey,Wheat,Potash
2.47,48.95,8.58,13.82,1937.33,32.89,55.47,50.0,321.18,Loamy,Potato,Superphosphate
0.28,23.88,7.39,32.7,1786.28,59.07,123.06,69.75,488.66,Loamy,Maize,Ammonium Nitrate
3.86,7.37,6.22,33.84,782.55,70.98,112.99,6.81,401.01,Sandy,Cotton,Urea
1.3,46.09,6.74,12.13,564.08,70.81,47.26,73.02,451.92,Clayey,Maize,Bone Meal
1.45,6.87,6.37,30.11,1888.53,49.17,112.56,79.56,280.55,Sandy,Maize,Superphosphate
3.3,44.59,4.11,30.12,1272.7,70.19,92.16,59.56,92.85,Clayey,Potato,Compost
3.25,39.96,6.97,10.12,1871.6,39.99,63.75,29.1,223.42,Clayey,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
1.98,16.95,5.47,34.27,273.93,59.76,112.78,86.78,112.8,Sandy,Cotton,Potash
2.06,32.35,8.56,13.68,1954.38,67.18,90.55,13.98,229.9,Sandy,Soybean,Bone Meal
2.84,38.21,8.67,19.69,1215.94,46.42,133.02,63.45,316.75,Loamy,Sugarcane,Compost
3.92,30.62,4.85,18.12,692.0,58.77,92.42,82.61,417.35,Loamy,Cotton,Bone Meal
2.52,31.88,4.89,19.74,492.92,74.06,89.05,11.47,155.38,Sandy,Peanut,Urea
3.35,15.81,8.3,22.55,791.34,58.57,8.13,26.61,377.96,Loamy,Maize,Compost
3.73,19.19,7.86,21.28,374.29,46.83,149.81,75.47,267.19,Clayey,Sugarcane,Calcium Nitrate
1.65,40.84,8.72,26.0,1403.2,55.72,35.26,32.95,400.59,Loamy,Sugarcane,Bone Meal
0.49,23.84,7.74,36.63,439.85,75.75,68.31,37.17,496.83,Sandy,Maize,Calcium Nitrate
1.78,34.61,6.76,10.35,531.49,89.77,56.77,9.56,467.58,Sandy,Potato,Bone Meal
3.57,21.3,7.84,17.52,84.94,52.13,37.59,99.4,120.1,Sandy,Sugarcane,Ammonium Sulphate
1.9,32.73,6.82,30.83,664.9,52.1,96.21,34.27,144.44,Loamy,Soybean,"NPK (Nitrogen, Phosphorus, Potassium)"
2.99,11.55,4.68,37.19,1223.06,38.3,15.28,27.31,221.61,Loamy,Tomato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.42,8.08,4.36,25.11,1033.31,56.65,104.42,55.3,176.57,Sandy,Wheat,DAP (Di-Ammonium Phosphate)
2.2,14.65,7.36,35.86,1519.99,65.82,123.26,64.44,323.91,Sandy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
3.81,26.22,6.6,14.16,385.87,44.86,119.1,17.55,264.07,Loamy,Rice,Superphosphate
3.17,47.22,6.6,18.5,592.31,30.05,107.75,11.29,427.47,Loamy,Rice,Potash
2.78,18.64,6.16,31.89,481.02,84.31,56.89,53.47,74.28,Sandy,Peanut,Ammonium Nitrate
1.1,17.75,8.95,33.02,1778.29,62.77,32.99,85.97,314.13,Clayey,Tomato,Bone Meal
3.51,29.22,6.74,27.93,703.81,39.31,92.26,32.23,334.26,Clayey,Sugarcane,Ammonium Sulphate
0.34,18.97,6.46,25.28,50.05,39.8,90.09,10.69,218.89,Sandy,Wheat,Ammonium Nitrate
0.54,7.37,5.58,26.01,1193.33,44.08,123.25,25.9,452.3,Loamy,Rice,DAP (Di-Ammonium Phosphate)
1.08,13.64,6.11,26.7,1738.92,89.63,120.43,78.63,247.98,Sandy,Potato,Urea
1.54,36.34,7.7,31.12,1854.53,87.28,19.05,38.47,154.85,Sandy,Soybean,Ammonium Nitrate
3.04,5.58,8.11,22.51,124.64,56.38,43.59,42.25,468.5,Loamy,Tomato,Superphosphate
2.87,42.28,4.2,17.76,1231.59,68.07,111.64,41.23,383.64,Loamy,Tomato,Calcium Nitrate
3.38,9.54,4.93,30.15,808.04,80.89,143.54,15.48,465.31,Clayey,Sugarcane,Superphosphate
2.44,35.33,7.13,24.94,897.91,60.24,88.88,9.09,194.85,Sandy,Peanut,Ammonium Nitrate
1.68,10.88,7.65,36.87,339.43,46.25,136.01,43.89,191.95,Clayey,Sugarcane,Superphosphate
3.88,9.41,5.43,36.05,1253.83,50.71,65.28,94.18,363.75,Sandy,Cotton,Urea
0.22,46.01,6.72,24.21,49.33,46.82,86.73,89.98,241.32,Clayey,Peanut,Superphosphate
0.58,31.46,7.51,22.84,503.52,69.69,79.29,74.96,357.37,Sandy,Maize,Urea
0.6,20.48,7.18,15.27,357.07,43.59,113.62,72.24,282.04,Clayey,Sugarcane,Compost
1.92,22.45,8.34,28.33,1528.03,71.77,11.78,75.65,200.22,Clayey,Soybean,Urea
3.52,40.67,8.21,34.32,1553.66,68.2,84.54,42.46,458.98,Clayey,Maize,Bone Meal
2.67,9.8,6.93,34.98,658.13,61.12,97.9,87.62,386.07,Sandy,Rice,Compost
1.6,34.86,7.4,33.77,182.62,68.46,5.57,32.72,68.38,Sandy,Rice,Bone Meal
2.41,21.16,5.18,27.88,1584.5,72.78,42.96,14.22,319.48,Sandy,Wheat,Ammonium Nitrate
3.53,9.75,6.06,39.96,1578.01,56.89,83.02,7.8,119.03,Clayey,Rice,Urea
1.49,44.64,4.4,10.76,286.4,73.62,111.35,33.7,93.89,Clayey,Rice,Potash
2.72,39.44,5.68,16.2,978.66,51.15,98.1,30.81,452.89,Loamy,Peanut,Ammonium Nitrate
2.93,14.91,5.91,32.44,1820.82,69.23,65.86,14.61,288.61,Clayey,Tomato,Superphosphate
2.23,20.07,7.14,25.2,1769.61,55.88,149.21,33.79,105.95,Clayey,Peanut,Ammonium Sulphate
1.37,35.61,6.29,14.15,577.83,36.01,70.34,11.89,99.65,Clayey,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
2.47,31.32,7.03,31.39,665.31,42.89,145.57,22.37,70.65,Clayey,Tomato,Superphosphate
0.95,24.95,5.21,27.43,1225.34,59.38,88.58,80.74,375.18,Sandy,Maize,Ammonium Sulphate
2.26,5.27,6.89,25.43,509.76,47.13,36.49,15.76,195.14,Loamy,Sugarcane,Urea
0.67,28.42,6.96,15.79,337.14,40.52,64.33,88.32,276.63,Clayey,Potato,Potash
1.06,12.51,5.78,13.81,1861.45,62.49,147.79,39.47,320.87,Clayey,Wheat,"NPK (Nitrogen, Phosphorus, Potassium)"
3.97,33.29,5.96,28.7,123.95,70.77,70.62,95.61,487.15,Loamy,Tomato,Calcium Nitrate
1.26,13.56,5.58,38.27,947.06,77.49,91.58,70.1,363.23,Loamy,Sugarcane,Urea
0.42,30.83,6.66,27.64,7.01,63.33,97.31,12.14,89.6,Sandy,Cotton,Ammonium Nitrate
1.18,41.52,4.02,28.1,161.03,65.47,127.56,7.92,487.0,Clayey,Tomato,Bone Meal
0.52,24.28,4.14,29.93,1002.47,66.09,128.91,29.06,351.62,Sandy,Potato,Ammonium Nitrate
3.49,16.38,6.39,38.71,5.06,52.37,76.4,62.75,448.06,Clayey,Tomato,Ammonium Nitrate
2.61,38.48,7.86,27.31,1663.14,33.79,136.78,68.01,296.39,Sandy,Soybean,Bone Meal
1.59,26.11,5.06,28.31,1684.42,89.38,53.11,97.82,209.64,Sandy,Potato,Ammonium Sulphate
0.14,11.75,7.6,37.51,410.47,40.98,135.5,98.88,484.16,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
2.14,27.57,5.72,33.49,345.31,52.57,139.59,97.11,106.46,Sandy,Potato,Compost
1.77,30.89,4.91,18.22,1250.8,40.56,98.45,36.01,216.04,Loamy,Maize,Ammonium Sulphate
1.37,30.1,5.63,15.82,617.22,42.33,133.0,23.14,239.4,Loamy,Cotton,Potash
3.14,22.67,4.36,27.12,1359.02,62.58,70.12,13.25,478.74,Clayey,Cotton,Calcium Nitrate
2.97,21.12,6.02,15.87,940.86,57.23,108.37,27.31,363.08,Sandy,Soybean,Ammonium Nitrate
3.32,19.7,8.37,19.03,537.59,41.75,90.47,55.22,418.58,Loamy,Maize,Compost
0.14,7.64,7.11,34.87,470.65,57.83,97.17,50.84,175.68,Sandy,Potato,Compost
2.64,22.3,4.78,37.99,1749.76,42.23,21.18,7.07,85.73,Loamy,Soybean,Calcium Nitrate
1.07,20.3,8.61,19.44,973.88,56.96,101.18,54.02,215.67,Clayey,Peanut,"NPK (Nitrogen, Phosphorus, Potassium)"
0.23,15.35,7.74,17.81,1954.37,88.1,22.61,30.82,414.95,Sandy,Peanut,Potash
0.88,18.96,4.77,26.31,65.67,66.57,66.82,11.38,426.41,Clayey,Wheat,Bone Meal
2.22,17.03,7.97,23.93,856.69,71.51,113.92,60.12,377.05,Sandy,Potato,"NPK (Nitrogen, Phosphorus, Potassium)"
0.13,47.82,4.76,31.29,1340.53,81.48,72.77,25.16,292.89,Clayey,Rice,DAP (Di-Ammonium Phosphate)
2.49,17.94,8.26,18.22,543.39,69.35,44.25,46.66,225.75,Clayey,Rice,DAP (Di-Ammonium Phosphate)
2.05,17.06,5.99,10.31,398.65,54.06,97.55,88.18,303.91,Loamy,Maize,Superphosphate
3.18,36.2,7.25,31.78,1946.76,83.37,92.92,12.55,465.08,Clayey,Maize,Superphosphate
1.42,42.29,7.95,37.25,1863.81,52.11,134.9,97.6,256.06,Sandy,Tomato,Calcium Nitrate
0.26,33.42,8.7,24.63,1003.41,37.43,149.6,77.63,187.37,Loamy,Potato,Ammonium Sulphate
3.43,5.76,6.83,30.0,889.21,44.16,104.89,27.24,303.58,Clayey,Soybean,Superphosphate
0.39,9.77,6.72,32.9,1095.74,50.55,60.16,67.22,166.47,Clayey,Rice,Calcium Nitrate
0.19,6.16,4.2,12.76,716.74,82.76,56.29,32.73,297.45,Clayey,Rice,Urea
1.46,39.04,5.92,15.39,1213.66,66.91,93.97,50.68,77.46,Sandy,Soybean,Ammonium Nitrate
3.85,17.13,6.48,36.1,1479.64,36.71,77.8,68.16,191.84,Clayey,Potato,Potash
2.38,22.23,6.29,14.88,1547.27,85.62,78.07,43.62,162.72,Sandy,Wheat,Potash
2.04,7.28,7.86,38.52,336.82,40.66,45.21,95.52,276.1,Loamy,Sugarcane,DAP (Di-Ammonium Phosphate)
1.55,33.35,4.25,15.18,677.17,72.92,89.72,44.94,401.34,Loamy,Peanut,Ammonium Nitrate
2.2,13.77,7.42,31.55,373.82,64.12,17.21,59.83,375.13,Sandy,Cotton,Urea
3.75,41.64,4.99,26.89,969.56,61.42,100.73,44.16,438.25,Clayey,Potato,DAP (Di-Ammonium Phosphate)
2.99,8.11,6.5,11.34,742.83,47.88,119.24,71.4,255.91,Clayey,Rice,Ammonium Sulphate
2.04,42.29,6.5,23.33,1375.55,68.6,60.2,69.88,183.59,Loamy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
1.86,41.38,4.45,36.86,347.07,47.94,82.63,34.3,293.55,Sandy,Soybean,Bone Meal
2.86,7.33,5.27,27.39,1958.5,42.19,30.95,19.87,84.79,Clayey,Cotton,Bone Meal
3.86,11.23,5.72,31.82,452.93,70.02,42.0,42.66,321.8,Loamy,Rice,Ammonium Nitrate
1.12,22.71,7.6,25.99,146.35,78.78,110.85,54.71,77.26,Clayey,Maize,Compost
1.6,47.51,6.31,26.97,1923.16,89.38,55.57,95.79,417.47,Loamy,Potato,Ammonium Nitrate
2.78,9.29,6.15,19.74,1889.75,88.8,129.75,91.93,377.47,Clayey,Soybean,Superphosphate
3.22,22.83,4.8,24.52,647.7,45.52,142.95,15.95,142.6,Sandy,Soybean,Superphosphate
1.88,7.55,4.45,25.53,878.99,36.0,105.19,85.39,232.68,Sandy,Maize,Superphosphate
2.0,40.01,8.41,32.52,1640.69,83.96,80.62,98.37,353.37,Sandy,Rice,Ammonium Nitrate
0.22,27.1,7.8,32.74,1938.48,62.1,134.21,51.54,241.67,Clayey,Peanut,DAP (Di-Ammonium Phosphate)
1.43,9.97,6.97,22.88,555.84,37.06,132.19,19.64,206.36,Sandy,Peanut,Potash
3.01,33.62,8.74,32.07,1980.22,52.13,94.47,77.79,203.87,Clayey,Peanut,Bone Meal
1.49,32.92,4.19,30.87,1225.95,33.46,117.97,43.41,191.86,Clayey,Peanut,Compost
2.76,48.35,8.52,26.65,656.54,62.98,71.83,87.17,408.33,Sandy,Sugarcane,"NPK (Nitrogen, Phosphorus, Potassium)"
2.21,26.34,4.96,22.04,1972.8,62.24,130.04,37.46,226.66,Clayey,Cotton,Ammonium Nitrate
3.14,44.59,4.57,12.73,1202.15,74.81,26.29,89.13,193.36,Loamy,Sugarcane,Compost
2.66,40.65,6.05,12.19,209.88,60.4,125.17,77.96,285.09,Sandy,Potato,Calcium Nitrate
3.65,23.16,4.8,17.7,906.6,68.5,13.86,99.99,289.39,Loamy,Tomato,Ammonium Nitrate
0.55,26.38,7.99,35.57,1991.1,87.93,61.11,35.65,231.36,Clayey,Wheat,DAP (Di-Ammonium Phosphate)
3.2,15.52,6.55,27.11,1853.0,55.68,41.18,75.53,335.01,Clayey,Cotton,"NPK (Nitrogen, Phosphorus, Potassium)"
2.12,45.36,7.35,16.23,295.91,63.1,57.0,97.71,398.14,Sandy,Peanut,Calcium Nitrate
3.12,29.51,4.53,12.66,254.41,88.04,116.85,56.41,237.67,Clayey,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
2.02,46.71,4.15,23.95,1307.58,76.63,45.45,14.49,493.02,Clayey,Potato,Ammonium Nitrate
1.56,19.12,6.98,29.54,128.47,43.66,143.68,84.65,353.75,Loamy,Peanut,Superphosphate
3.73,42.75,7.46,17.36,569.82,84.05,23.11,88.73,264.22,Sandy,Tomato,Urea
1.79,43.03,5.39,39.99,1797.39,50.94,72.21,85.5,255.23,Loamy,Rice,Bone Meal
2.07,7.22,4.67,22.48,1226.1,34.59,95.48,59.66,227.82,Sandy,Cotton,Ammonium Nitrate
0.51,24.0,4.16,27.68,220.04,34.58,66.89,41.34,291.88,Clayey,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
2.42,15.32,5.13,19.67,109.08,30.39,15.29,8.0,412.85,Sandy,Rice,"NPK (Nitrogen, Phosphorus, Potassium)"
1.15,32.16,6.02,23.35,881.07,39.27,112.23,9.64,189.09,Loamy,Maize,"NPK (Nitrogen, Phosphorus, Potassium)"
1.31,49.95,6.21,11.4,1164.74,31.79,135.31,70.51,177.51,Sandy,Rice,Compost
1.96,16.62,4.56,38.1,1214.06,64.71,52.12,59.02,318.63,Loamy,Wheat,Potash
2.5,21.97,6.06,38.64,1947.5,42.24,141.07,61.42,363.62,Clayey,Sugarcane,Bone Meal
2.54,47.06,4.24,39.01,1348.47,56.41,149.43,13.08,159.07,Sandy,Sugarcane,Superphosphate
1.5,11.97,4.43,13.22,201.78,70.24,103.34,85.41,407.92,Sandy,Maize,Calcium Nitrate
2.17,16.38,7.96,17.71,917.46,31.22,140.05,86.64,125.41,Loamy,Potato,Ammonium Nitrate
3.77,23.71,8.6,20.04,205.67,89.64,90.94,84.35,254.95,Sandy,Cotton,Urea
